Date,ArticleCount,UniqueSourceCount,MeanRelevanceScore,MeanBTCEntitySentiment,sentiment_score,bullish_score,bearish_score,uncertainty_score,market_impact_score,dominant_event_type,mentions_etf,mentions_regulation,mentions_exchange,mentions_hack_or_security,mentions_institutional_adoption,daily_summary,rationale
2022-10-21,14,7,,0.09321228571428572,-0.1,0.4,0.4,0.3,0.6,adoption,0,0,1,0,1,"On October 21, 2022, Bitcoin experienced mild negative price movement amid broader positive stock market sentiment and hopes of slowing Fed rate hikes. Notable institutional adoption developments include Fidelity Digital Assets' crypto expansion plans and the launch of crypto trading desks by N26 and OANDA, signaling growing mainstream crypto integration. Tesla maintained its significant Bitcoin holdings, reinforcing corporate adoption. Market uncertainty persists due to bearish analyst warnings about a potential BTC crash and ongoing sideways price action characteristic of the bear market. Meanwhile, a notable $33M Bitcoin transfer to Gemini exchange indicates active on-chain movement. Overall, the day reflects a cautious but steady institutional adoption trend, tempered by price weakness and bearish sentiment. The dominant event type is adoption, with elements of exchange activity and institutional involvement impacting market outlook.","The news shows mixed but mostly neutral to slightly bearish sentiment for Bitcoin. Key bullish factors include Fidelity's expansion, new crypto desks at N26 and OANDA, and Tesla holding onto its Bitcoin portfolio, all indicating growing institutional and corporate adoption. However, Bitcoin price is slipping with sideways trade, and some analysts warn of a potential crash, reflecting bearish and uncertain outlooks. The $33M BTC transfer to Gemini exchange signals exchange activity but no hack/security event. No mentions of ETFs or regulation changes were present. The mix of bullish adoption news and bearish price and trader warnings balances to a slightly negative overall sentiment with moderate market impact. Thus, adoption is the dominant event type for the day."
2022-10-22,13,5,,0.1287052307692308,0.3,0.4,0.2,0.3,0.4,adoption,0,0,0,0,1,"The news from the day shows moderately positive sentiment towards Bitcoin, highlighted by institutional and large investor interest. Key points include an analyst stating Bitcoin is 50% undervalued and predicting a rally to fair value, strong accumulation signals from on-chain metrics and analytics firms, and reports of entities like Tesla holding BTC and Mastercard helping banks offer crypto services, indicating institutional adoption. There's also speculation about potential catalysts for a Bitcoin price surge. The overall narrative favors increased confidence and accumulation but still includes caution and some uncertainty given market volatility and the wider macroeconomic environment. No major regulatory, ETF, or security events dominated the news on this day.","Although multiple headlines cover various aspects of the crypto market, the dominant theme for Bitcoin specifically is institutional adoption and accumulation signals. There was no mention of ETF approvals, regulatory changes, exchange issues, or security breaches relevant to Bitcoin this day. The sentiment is mildly bullish supported by analyst views and accumulation metrics, balanced by some inherent market uncertainty and volatility. The market impact is moderate, reflecting the influence of institutional involvement and positive analyst outlooks, but tempered by overall cautious tone."
2022-10-23,11,6,,0.08234218181818181,0.4,0.6,0.2,0.3,0.6,adoption,0,1,0,0,1,"The news on this day reflects a generally cautiously optimistic sentiment for Bitcoin. Cathie Wood's bullish projection of Bitcoin's market capitalization rising significantly indicates strong institutional confidence and growth potential. Several articles highlight Bitcoin outperforming gold in certain contexts and major stakeholders accumulating BTC near $20,000, reinforcing the adoption theme. Experts discuss bridging traditional finance and decentralized finance, further supporting adoption narratives. However, regulatory actions are noted, with 22% of the CFTC's enforcement actions involving digital assets, introducing some uncertainty. Market volatility is evident from the crypto market's correlation with broader equities and a $2 trillion crypto market decline mentioned. Technical indicators suggest Bitcoin might be near a bottom, adding to cautious optimism. Overall, adoption is the dominant theme with mixed but generally positive sentiment, tempered by regulatory scrutiny and market uncertainties.","The majority of the news pieces emphasize institutional adoption themes: Cathie Wood's bullish market cap outlook, accumulation by whales, Mastercard's initiatives with banks on crypto, and discussions on integrating DeFi and TradFi. These indicate strong adoption interest and future growth potential, warranting a bullish tilt. However, the mention of regulatory enforcement by CFTC involving digital assets adds bearish and uncertainty elements. Market correlations and crypto declines highlight broader macro risks, but no direct macroeconomic events dominate. There are no ETF launches or mentions of exchange issues or hacks/security breaches today. Technical metrics signaling a possible Bitcoin bottom contribute to positive sentiment. Hence, adoption dominates as event type, with moderate bullish bias but guarded by uncertainty and regulatory concerns, justifying the scores assigned."
2022-10-24,40,15,,0.122811425,0.2,0.4,0.3,0.5,0.4,mining,0,1,1,1,1,"The day's Bitcoin news is mixed with slightly bullish undertones. Bitcoin and other major cryptocurrencies showed some recovery and price gains, signaling possible renewed market interest and a sentiment shift toward viewing Bitcoin as a safer asset. Kazakhstan has solidified its position as a major Bitcoin mining hub, highlighting mining activity as a dominant theme. There are regulatory concerns highlighted by warnings about political threats to Bitcoin and continued scrutiny. Exchange-related issues appear with Prime Trust returning funds to Celsius, and a notable API exploit affecting 3Commas was reported, pointing to security vulnerabilities. Institutional involvement is evidenced by Fidelity's expansion into crypto and earnings season looming for key players. Overall, uncertainty remains high given regulatory warnings, security incidents, and mixed market sentiment.","Several articles mention Bitcoin bouncing back and analysts predicting rallies, contributing to a moderately bullish sentiment. However, Warren Buffett's negative comments and warnings of regulatory and political threats add bearish pressure and uncertainty. The prominence of Kazakhstan as a top Bitcoin mining location and continued mining-related news makes 'mining' the dominant event type. Security concerns from the 3Commas API exploit and exchange fund returns highlight exchange and hack/security mentions. Institutional adoption is represented by Fidelity's hiring and corporate earnings expectations. The market impact is moderate, as gains and recovery coexist with uncertainty from regulatory and security risks."
2022-10-25,40,14,,0.21746067500000002,0.1,0.35,0.25,0.4,0.5,macro,0,1,1,0,1,"On October 25, 2022, Bitcoin exhibited characteristics of a macro hedge amid ongoing economic uncertainty, highlighted by increased correlation with gold and rising appeal as a safe haven asset. Despite this positive narrative around Bitcoin's inflation-hedge properties, the overall crypto market cap declined slightly, and leading coins including Bitcoin and Ethereum experienced modest price drops. Market uncertainty was elevated, reflecting concerns about upcoming Federal Reserve meetings and macroeconomic conditions. Regulatory developments, such as Apple's updated App Store guidelines for cryptocurrencies and NFTs, also featured, alongside notable institutional activity like ARK Investment Management's purchase of Coinbase shares. Exchange-related news included new listings on Robinhood platform and discussions of lending platforms. Technical analyses predicted a potential breakout for Bitcoin, but the market remained cautious with subdued trading volumes. Overall, the dominant thematic driver was macroeconomic uncertainty influencing Bitcoin's evolving role as a store of value and hedge asset, tempered by regulatory and market maturity factors.","The news topics predominantly centered on Bitcoin's role amid macroeconomic uncertainty and its increasing correlation with gold, signaling a macro event type. Sentiment is slightly positive reflecting Bitcoin's emerging safe haven status, but bearish elements such as price drops and market cap decline moderate this view. Uncertainty is high due to macro factors like Federal Reserve meetings and mixed market signals. Regulatory mentions include Apple's new crypto and NFT App Store policies, indicating some regulatory impact. Exchange mentions appeared via new listings and institutional buying of exchange-related stocks. Security and mining incidents were not reported, and ETF mentions were absent. Adoption is noted through institutional investment and trending user engagement with crypto NFTs. Market impact is moderate due to the mixed price action and macro uncertainty influence, thus scored at 0.5."
2022-10-26,42,14,,0.18417185714285714,0.45,0.6,0.1,0.3,0.7,adoption,0,1,1,1,1,"On 2022-10-26, Bitcoin broke above the critical $20,000 level, marking a bullish turnaround after weeks of stagnation accompanied by high trading volumes, large liquidations, and notable price rallies. The rise was buoyed by optimism around a potential Federal Reserve soft pivot. Adoption-related news was strong, including Cash App enabling Lightning Network Bitcoin payments, increased trading volumes especially with GBP, and reports forecasting significant growth in Bitcoin payments market. Institutional and whale movements on exchanges like Coinbase and Gemini were reported, indicating active large-scale trading. Regulatory activity included continued debate over cryptocurrency classifications, notably with CFTC chairman asserting Bitcoin and Ether as commodities, contrasting SEC views, plus U.S. sanctions on Tornado Cash triggering legal pushback from the crypto community, highlighting regulatory uncertainty. Security concerns were also noted due to these sanctions and liquidation events. Overall, the market sentiment was cautiously optimistic with significant adoption and exchange activity driving prices higher, though uncertainty remains due to regulatory and security issues.","The overall sentiment is moderately bullish due to Bitcoin's price breakthrough above $20,000 and increased adoption signals such as Cash App's Lightning integration and high trading volumes. Bullish_score is relatively high (0.6) reflecting the strong price rally and institutional activity, while bearish_score is low (0.1) corresponding to limited but present negative regulatory and security concerns. Uncertainty_score is moderate (0.3) due to ongoing regulatory debates and sanctions eliciting community lawsuits. Market impact is set at 0.7 given the significance of the price break, trading volumes, and liquidations which affect market dynamics substantially. The dominant event type is 'adoption' as most news focuses on payment advances, trading activity, and institutional involvement. There are also relevant mentions of regulation (U.S. regulatory and sanctions actions), exchange activity (whale moves and liquidity events), and security (sanctions and liquidations). There were no ETF-specific news items in the provided data."
2022-11-22,31,10,,0.07326500000000001,-0.6,0.25,0.7,0.65,0.8,security,0,1,1,1,1,"The news on 2022-11-22 reflects a strongly bearish sentiment on Bitcoin, driven primarily by security and exchange-related issues. The collapse of FTX and concerns around Genesis bankruptcy have weighed heavily on market confidence, leading to Bitcoin falling to a two-year low and increased volatility. Additionally, significant theft of crypto assets from FTX and scams in the crypto space have heightened insecurity. While some reports mention recovery attempts and institutional interest, such as ARK Invest purchasing Bitcoin-related assets, overall uncertainty remains high due to ongoing bankruptcies, insolvencies, and risk contagion in the crypto ecosystem. Regulatory and security events dominate the narrative, impacting Bitcoin's price and market stability.","The dominant theme centers around security and exchange issues highlighted by FTX's collapse, theft of $60 million worth of crypto, Genesis bankruptcy rumors, and fraudulent scams. These events contribute to a bearish outlook and elevated uncertainty as reflected by multiple sources indicating price drops and negative market sentiment. Mentions of regulatory concerns are implicit around bankruptcy and exchange scrutiny. There is some bullishness from institutional actors like ARK Invest and temporary price recoveries, but these are overshadowed by the prevalent negative developments, leading to a high market impact score due to the scale and interconnectedness of these events."
2022-11-23,60,22,,0.09427915,-0.3,0.35,0.65,0.5,0.75,exchange,0,1,1,1,1,"The dominant theme in Bitcoin news on 2022-11-23 revolves around the fallout from the FTX collapse, which has caused significant market uncertainty and bearish sentiment. Multiple reports highlight warnings and the inevitability of FTX's downfall, large fund withdrawals from crypto exchanges, and regulatory scrutiny, including US Senators urging Fidelity to halt Bitcoin 401(k) plans. Binance's CEO deleting tweets about Coinbase's Bitcoin holdings and Binance taking lead in Bitcoin reserves indicates exchange-related market dynamics and controversies. Meanwhile, some bullish points include a minor crypto rally, institutional voices like Cathie Wood maintaining a positive outlook, and adoption signals such as El Salvador seeking approval to raise $1B via Bitcoin bonds. Additionally, mining companies report operational adjustments reflecting the crypto winter. Overall, despite temporary price upticks, the sentiment leans bearish with high uncertainty and significant market impact due to regulatory, exchange, and security concerns linked to FTX's collapse.","The FTX bankruptcy and related exchange insolvency events dominate the day's news, directly impacting market sentiment negatively (bearish_score 0.65). Regulatory actions and scrutiny contribute further to caution (mentions_regulation=1). Exchange-specific news, including Binance and Coinbase controversies and fund withdrawals, reinforce the exchange theme (mentions_exchange=1). Security concerns arise from the FTX collapse and blockchain analytics reports (mentions_hack_or_security=1). There is also institutional and adoption related news such as US Senators' comments and El Salvador's bond plans (mentions_institutional_adoption=1), which give some bullish support but are outweighed by the negative impact of FTX's failure and ongoing market uncertainty (uncertainty_score=0.5). Market impact is high (0.75) due to the wide-ranging implications of the collapse for crypto markets, liquidity, and investor confidence."
2022-11-24,30,14,,0.04037166666666666,0.3,0.5,0.2,0.3,0.6,mining,0,1,1,1,1,"The Bitcoin news on 2022-11-24 reflects a mixed but cautiously optimistic market environment amid ongoing challenges and developments. Notably, New York's new law banning carbon-intensive Bitcoin mining unless 100% renewable energy is used introduces significant regulatory impact on mining operations. Meanwhile, Bitcoin price saw a recovery from recent lows with retail investors accumulating, suggesting bullish sentiment. Technical analysis notes a potential bottoming process for Bitcoin, supporting cautious optimism. Large Bitcoin movements, including a major wallet activation linked to defunct BTC-e exchange and significant whale transactions off Coinbase, highlight security and exchange-related events warranting investor attention. Coinbase's increased transparency revealing its substantial Bitcoin reserves aims to rebuild confidence after FTX's collapse. Institutional attention is also noted, with JPMorgan's trademark for digital wallet services signaling adoption trends. Analyst forecasts range from bullish long-term price targets to caution on altcoins, reflecting some market uncertainty. Overall, regulatory, mining, security, exchange, and adoption themes dominate the day's Bitcoin narrative with moderate positive sentiment but considerable uncertainty due to regulatory and market pressures.","The sentiment is moderately positive (0.3) driven by accumulation by retail investors, technical signs of a bottom, and institutional moves such as JPMorgan's crypto wallet trademark and Coinbase's transparency efforts. Bullish factors include retail accumulation, analyst bullish forecasts, and adoption signals. Bearish elements derive from the environmental regulations restricting mining in New York, price having recently hit two-year lows, and ongoing uncertainty about market direction. Uncertainty remains due to mixed analyst outlooks and regulatory pressures. Market impact is considered above average (0.6) because the New York mining law could materially affect mining operations, and Coinbase transparency can influence market confidence post-FTX collapse. Mentions of regulation (New York mining law), exchange (Coinbase reserves disclosure), security (BTC-e wallet activation), and institutional adoption (JPMorgan's move) are supported by multiple headlines. Mining is dominant as the most impactful theme due to the new energy-related regulation in a major US state impacting Bitcoin mining."
2022-11-25,39,16,,0.06929807692307692,-0.1,0.3,0.4,0.5,0.7,regulation,1,1,1,1,1,"The news coverage on 2022-11-25 reflects a market still reeling from the FTX collapse, generating significant regulatory scrutiny and uncertainty. Multiple reports highlight regulatory challenges, with some jurisdictions debating whether BTC is a security. Binance and other major actors are launching recovery and rescue funds amid ongoing liquidity issues. Institutional figures like Cathie Wood continue to issue bullish long-term outlooks, while Bitcoin price shows slight declines and struggles to rebound. Mining hash rate rises despite falling price, signaling diverging miner economics. ETF activity is noted with filings and refilings of Bitcoin futures ETFs. Security concerns persist as old Mt. Gox bitcoins move, and warnings about paper wallets appear. Overall, bearish sentiment slightly outweighs bullish optimism amid high uncertainty, with regulation emerging as the dominant theme, combined with institutional adoption, exchange developments, ETF activity, and security issues impacting the market significantly.","The dominant presence of regulatory themes—debates over Bitcoin's legal status, calls for decentralization, fallout from FTX, and regulatory responses—make regulation the key event type. ETF mentions such as filings and refilings substantiate ETF mentions. Exchange topics include Binance recovery fund and old Mt. Gox coins moving, indicating exchange/security overlap. Institutional adoption is touched upon via prominent investor predictions and company actions. Bitcoin price mostly shows weakness or stagnation with minor rallies, justifying a slightly negative sentiment with reasonable bearish and uncertainty scores. Market impact is rated high given the ongoing consequences of the FTX collapse, regulatory scrutiny, and institutional positions shaping the market outlook."
2022-12-20,23,8,,0.03791139130434782,0.2,0.4,0.3,0.3,0.6,macro,1,0,1,1,1,"The Bitcoin market shows modest bullish sentiment as prices edge slightly higher, supported by analysis predicting a potential rally despite cautionary notes. Market volatility and uncertain macroeconomic factors dominate the outlook, with key news highlighting a 35% drop in Wrapped BTC supply, movements of dormant QuadrigaCX wallets, and interest in ETF conversions by Grayscale. Institutional adoption signals emerge via developments like Lightning Network crowdfunding and partnership deals involving miners. Ethereum-related news also features prominently, with some analysts predicting it may outperform Bitcoin once risk sentiment improves. Security concerns linger due to prior exchange collapses and wallet movements. Overall, the day's news reflects a mixed but cautiously optimistic market environment, driven primarily by macroeconomic factors, institutional developments, and ongoing market uncertainty.","The dominant event type is macro due to references to market volatility, macro risk sentiment, and the bond market's view on Fed policy, which influence Bitcoin price movements. ETF-related news is noted due to Grayscale's potential tender offer if ETF approval fails. Exchange mentions include the QuadrigaCX dormant wallet movements and FTX collapse discussions, while security mentions relate to past hacks/exploits implied by those events. Institutional adoption is supported by Lightning Network crowdfunding and miner debt restructuring with NYDIG. Sentiment leans mildly positive due to expected rally predictions and price upticks but is tempered by caution and uncertainty. Market impact is moderate given the presence of major developments like ETF attempts and exchange/security issues that can affect market confidence and liquidity."
2022-12-21,34,14,,0.09670632352941178,-0.3,0.3,0.6,0.4,0.7,mining,0,1,1,0,1,"The day's Bitcoin news was dominated by significant challenges in the mining sector, highlighted by Core Scientific, a major publicly traded Bitcoin miner, filing for Chapter 11 bankruptcy due to the crypto market downturn and rising energy costs. This development contributed to bearish sentiment. Meanwhile, regulatory issues surfaced with the extradition of former FTX CEO Sam Bankman-Fried to the US, impacting exchange confidence and adding uncertainty. On the bullish side, Visa proposed auto-payments through crypto wallets, and retail investor participation in Bitcoin remains strong, suggesting ongoing institutional and user adoption. Additionally, Bitcoin and major cryptocurrencies experienced price upticks following the Bank of Japan's policy pivot, contributing to modest positive momentum amid the predominantly challenging environment. Overall, the mining sector difficulties and regulatory developments weighed on sentiment, but adoption and macro-driven price support tempered the negativity.","The most impactful news involved the mining sector, particularly Core Scientific's bankruptcy filing, reflecting heightened bearishness and market impact due to the influence of mining health on Bitcoin's ecosystem. Regulatory issues, notably SBF's extradition, introduced uncertainty and affected exchange perspectives, reflected in the bearish and uncertainty scores. Positive adoption news from Visa and retail investor data, together with macro support from Bank of Japan's easing, drove bullish signals. The balance of these factors results in a net slightly negative sentiment (-0.3), with strong bearish and moderate bullish elements, and a high market impact from the mining bankruptcy and regulatory developments. The mention counts reflect relevant categories present in the news text."
2022-12-22,32,12,,0.17777303125,-0.2,0.3,0.5,0.6,0.6,regulation,1,1,1,1,1,"On 2022-12-22, Bitcoin market sentiment reflects a cautious and slightly bearish outlook amid ongoing regulatory developments, market volatility, and institutional interest. Major news included the approval of a crypto regulation bill in Brazil, legitimizing Bitcoin as payment and investment asset, which adds regulatory clarity but also underscores increasing government oversight. Coinbase highlighted potential price bottoms and singled out favored crypto assets for 2023, indicating some institutional positive outlook. Twitter added Bitcoin and Ethereum price indexes, signaling growing adoption and mainstream integration. However, security and fraud concerns persist, illustrated by the ongoing fallout from the FTX collapse, Sam Bankman-Fried's court appearances, and SEC labelling FTX token as a security. The crypto market remained volatile with price dips in Bitcoin and other top assets, mining firms facing challenges or bankruptcy due to market conditions, and experts warning of prolonged crypto winter conditions. Large Bitcoin transfers to exchanges like Coinbase also highlight potential selling pressure. Overall, the day featured mixed signals with regulation as the dominant theme influencing market uncertainty and moderate bearish bias, tempered by some adoption and institutional interest news.","The aggregated news contains multiple reports on regulatory developments, especially Brazil's new crypto law and SEC actions related to FTX and tokens, marking regulation as the dominant event type. Market sentiment is cautious to bearish due to notable price dips, mining company bankruptcies (Core Scientific), and ongoing fallout from FTX fraud cases. Institutional adoption is mentioned with Coinbase's forecasts and increased Bitcoin interest, and adoption is supported by Twitter adding crypto price features. Security concerns remain relevant due to fraud and bankruptcy news. The sentiment is slightly bearish (-0.2) reflecting price declines and uncertainty, with moderate bullish signals from adoption and regulatory clarity. Uncertainty is high (0.6) given ongoing legal, market, and regulatory developments. Market impact scored moderately high (0.6) due to the significance of regulation and institutional developments. Mentions for ETF, regulation, exchange issues, security, and institutional adoption are all present, supporting the scored flags."
2022-12-23,38,16,,0.13982794736842105,-0.1,0.3,0.4,0.4,0.5,mining,0,1,1,0,1,"The Bitcoin-related news for 2022-12-23 reflects a mixed and cautious market environment dominated by mining sector developments and regulatory news. Gryphon Digital Mining's operational update and analysis of 2022 being a challenging year for miners highlight the mining sector's struggles amid the crypto winter. Regulatory developments include Brazil’s approval of a crypto bill regulating Bitcoin usage, and exchanges like OKX releasing monthly Proof of Reserves reports to restore trust after FTX's collapse, reflecting increased regulatory and security focus. Bitcoin price remained below $17,000 with some short-term gains, and notable wallet activity on Coinbase indicates active market movement. Sentiment is moderately bearish to neutral with uncertainty due to ongoing market challenges and the lack of a definitive recovery, yet there is some bullish adoption news and technical developments such as Lightning Network scaling. Overall, the day underscores the ongoing difficulties in the crypto market affected by mining economics, regulation, and exchange trust issues, with no strong bullish catalysts at this time.","The dominant event type is mining due to multiple key articles focusing on mining struggles and operational updates. Regulation is also significant given Brazil's crypto bill and exchange proofs of reserves moving to rebuild trust. Exchange issues arise from large wallet movements and references to Binance’s scrutiny and OKX’s PoR reports. Sentiment is slightly negative overall as Bitcoin trades below critical support levels with warnings of prolonged bear markets, though some positive adoption/regulation news and technical infrastructure improvements temper bearishness. The uncertainty score is moderate to high due to mixed messages about recovery timelines, institutional confidence, and ongoing regulatory scrutiny. Market impact is moderate reflecting impactful regulatory developments and exchange trust-building efforts amidst bearish price signals."
2022-12-24,17,8,,0.02271229411764705,-0.2,0.3,0.5,0.4,0.6,regulation,0,1,1,0,0,"The Bitcoin news on 2022-12-24 reflects ongoing bearish sentiment overall due to the extended bear market and contagion effects impacting miners and exchanges following major collapses like FTX. Regulatory scrutiny is highlighted as a dominant theme, with the SEC intensifying investigations and enforcement actions in the wake of crypto exchange failures, including Coinbase CEO’s warnings about contagion risks. Despite the bearish backdrop, some analysts remain cautiously optimistic about a potential market bottom and a rally in Bitcoin prices, indicating mixed but marginally bullish technical outlooks. Concerns about exchange risks reinforce caution around 'paper Bitcoin' (custodial holdings), while Binance’s attempts to calm market fears show continuing exchange-related uncertainty. Overall, the market impact is moderate to high due to regulatory and exchange stress, with sentiment tilted bearish but acknowledging some emerging bullish technical narratives.","The dominant event type is regulation due to multiple references to SEC investigations, enforcement, and industry scrutiny post-FTX collapse. Exchange-related issues surface with warnings from Coinbase CEO and Binance addressing FUD, contributing to uncertainty. The sentiment skews bearish (-0.2) from the described contagion impacting miners and the bear market continuing, balanced by some bullish technical analysis suggesting a possible bottom and rally. The bearish_score (0.5) exceeds bullish (0.3), reflecting the predominantly negative market context amid the winter, while uncertainty is elevated (0.4) given ongoing investigations and exchange worries. Market impact is moderately high (0.6) due to the systemic nature of the contagion and regulatory responses potentially shaping Bitcoin’s near-term trajectory."
2022-12-25,16,6,,0.1323930625,-0.2,0.35,0.45,0.3,0.5,macro,0,1,1,1,1,"The Bitcoin-related news for 2022-12-25 reflects a mixed to slightly bearish market sentiment dominated by macroeconomic uncertainties such as economic frailty and global geopolitical upheaval impacting Bitcoin's role in global trade. Significant focus is placed on regulatory and security events including the fallout from FTX's collapse, guilty pleas from crypto executives, and asset acquisitions by Binance, contributing to bearish sentiment and uncertainty. However, bullish signals exist from institutional and investor adoption trends, such as accumulation of altcoins like Cardano, and analysts projecting potential price rallies defying traditional cycles. The absence of an expected Santa rally and record low volatility highlight a cautious market environment. Overall, the day depicts a Bitcoin market grappling with macro risks and regulatory fallout while still exhibiting some bullish undercurrents from adoption and price outlooks.","The overall sentiment score is slightly negative (-0.2) due to prominent bearish themes like analyst warnings of capitulation and the FTX implosion's regulatory and security consequences. The bearish score (0.45) surpassing the bullish score (0.35) reflects the stronger presence of negative news versus positive developments. Uncertainty is moderate (0.3) given conflicting news such as positive adoption trends and price forecasts contrasted with macroeconomic and regulatory challenges. The market impact score is moderate (0.5) due to the high-profile nature of FTX fallout and macroeconomic instability influencing Bitcoin's broader use case. Dominant event type is classified as ""macro"" since economic frailty and global upheaval frame the context for Bitcoin news, with secondary mentions of regulation, exchange events, and security incidents. Mentions of ETF news are absent. Institutional adoption is noted via accumulation reports. Exchange and security mentions are marked due to FTX related developments."
2023-01-19,18,9,,0.11025311111111111,-0.35,0.3,0.6,0.5,0.7,regulation,0,1,1,0,1,"The Bitcoin market on 2023-01-19 was negatively influenced primarily by regulatory concerns, with FinCEN implicating Binance as a major counterparty to the shuttered Bitzlato platform, and ongoing negative news around embattled players like Genesis and FTX. These regulatory and legal pressures contributed to price weakness with Bitcoin slipping below $21,000, though bulls attempted to defend this level. Exchange transparency efforts, such as OKX's proof of reserves publication, added some positive signals for market confidence. Institutional moves such as DCG planning a bankruptcy equity package for Genesis creditors indicate restructuring within the sector. Overall, the environment appeared cautious with elevated uncertainty and bearish sentiment prevailing, but some signs of resilience and potential institutional adoption support remained present.","The negative sentiment and bearish scores derive from reports of regulatory scrutiny (FinCEN listing Binance in Bitzlato case), bankruptcy and legal troubles of Genesis and FTX, and the Bitcoin price falling below a key technical level ($21,000). Uncertainty is elevated due to ongoing rumors, emerging charges, and unclear outcomes from legal/regulatory processes. Market impact is relatively high given Binance is a top counterparty to a defunct exchange's transactions and Genesis restructuring affects lender confidence. However, bullish signals from OKX's proof of reserves, institutional restructuring, and attempts by bulls to hold $21,000 provide some support. Multiple news items relate heavily to ""regulation"" and ""exchange"" issues, but regulation dominates given the prominence of FinCEN and legal actions. There are mentions of institutional adoption/signals through DCG and proof of reserves. No ETF-related news was noted. Mining and technical events were not prominent. Environmental news on Dogecoin is less relevant to Bitcoin price directly. Therefore, regulatory developments dominate the day's Bitcoin news narrative, leading to a cautious and bearish market tone with moderate market impact."
2023-01-20,29,15,,0.17315896551724136,0.3,0.55,0.25,0.4,0.7,exchange,0,0,1,0,1,"On January 20, 2023, Bitcoin showed positive price momentum, climbing back above the $21,000 to $22,400 level, supported by increasing whale activity and supply scarcity concerns. While some institutional moves like Peter Thiel's fund exiting Bitcoin earlier were noted, current whale transactions and inflows remain active. Market participants focused on fundamentals including circulating supply reductions, rising ownership, and macroeconomic context, though some caution exists given bankruptcy events like Genesis and Gemini exchange issues. The overall market impact is moderate to high due to exchange-related developments and prominent whale movements, balanced by ongoing uncertainty about price sustainability and macro headwinds.","The news corpus indicates a moderately bullish view driven by Bitcoin price gains above key thresholds and significant whale activity moving hundreds of millions in BTC. Supply scarcity and increasing adoption metrics provide supportive fundamentals. However, bearish elements include the bankruptcy of crypto lending firms (Genesis), low exchange inflows (e.g., Gemini), and cautious analyst warnings of potential retracements. Exchange-related news, including bankruptcies and whale transfers off Binance, dominate the market impact, justifying 'exchange' as the dominant event type. Institutional adoption is relevant but less dominant. No direct ETF or regulation events surfaced. Sentiment and scores are balanced to reflect positive price action and adoption tempered by uncertainty from bankruptcy and volatility concerns."
2023-01-21,18,7,,0.16409761111111112,0.7,0.8,0.1,0.3,0.7,technical,1,0,0,0,1,"The news day is characterized by a generally bullish sentiment for Bitcoin, driven by a strong price rally breaking above the $23,000 level—the highest since August 2021. Multiple analyst reports and market commentary highlight anticipated positive momentum and decreased likelihood of a price pullback below $20,000, indicating technical strength. Positive institutional adoption signals emerge, including Miami's mayor receiving salary in Bitcoin and mentions of crypto ETFs performing well. Despite some cautionary notes about a still wobbly macro environment, on-chain metrics suggest a bear market bottom might be near. There are no major regulatory, security, or exchange-related events reported. Overall, the dominant theme revolves around technical market advances and growing adoption momentum, supporting a bullish outlook.","Several news articles highlight Bitcoin surpassing key technical levels ($23,000) with an accelerating rally and analyst optimism for further gains (e.g., Tone Vays, Kaleo). Institutional adoption is implied through references to the Miami mayor's Bitcoin salary and positive crypto ETF performance. No significant regulatory or security incidents are mentioned, reducing bearish or uncertainty factors. Some macro caution is noted but does not dominate the narrative. Thus, the dominant event type is technical, with secondary adoption signals, resulting in overall positive market sentiment and impact scores."
2023-01-22,15,8,,0.004889199999999996,0.25,0.6,0.3,0.3,0.6,other,0,0,0,0,1,"The Bitcoin-related news on January 22, 2023, presents a cautiously optimistic outlook. Multiple analysts and traders have noted potential bullish trends and significant accumulation by whales, alongside predictions of a major paradigm shift for Bitcoin. Some positive price rallies and prospects for altcoins were highlighted as well. However, caution is advised by some analysts warning of possible 'bull traps' and significant downside risks linked to a looming global financial meltdown. Broader macroeconomic risks loom but no direct regulatory or security incidents were reported. Overall, the market impact is moderate with a mix of positive sentiment from accumulation and potential trend shifts, counterbalanced by uncertainty from financial instability concerns.","The overall sentiment is modestly positive (0.25) due to bullish signals such as whale accumulation, major trend shift indications, and price rallies. Bullish_score is set at 0.6 reflecting multiple optimistic analyst views and positive price action. Bearish_score is 0.3 given warnings about bull traps and financial meltdown risks. Uncertainty_score is 0.3 because of significant macro risks and mixed analyst opinions. Market impact is moderate (0.6) as these themes can influence trader behavior but lack immediate regulatory or security events. The dominant_event_type is 'other' as news is driven by price trends, market sentiment, and adoption signals without a single dominating category like regulation or ETF news. Institutional adoption is marked with 1 due to whale accumulation reports and institutional-grade analysis coverage. No mentions of ETF, regulation, exchange disruptions, or security hacks were identified."
